image_url,is_grayscale,grayscale_ratio,sampled_pixels,error,checked_at
https://images.metmuseum.org/CRDImages/ao/original/1983.497.19.JPG,false,0.00000400,250000,,2026-04-28T14:35:24.932944+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.497.9.JPG,false,0.00000000,250000,,2026-04-28T14:35:23.562319+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.13_a.jpg,false,0.00381200,250000,,2026-04-28T14:35:27.184008+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.15_a.jpg,false,0.00000000,250000,,2026-04-28T14:35:27.437443+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.16.jpg,false,0.00001200,250000,,2026-04-28T14:35:27.640734+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.17.jpg,false,0.00000000,250000,,2026-04-28T14:35:27.935391+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.18.JPG,false,0.00782400,250000,,2026-04-28T14:35:28.461652+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.19.JPG,false,0.00219200,250000,,2026-04-28T14:35:28.633306+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.20.JPG,false,0.07026000,250000,,2026-04-28T14:35:28.815961+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.21.JPG,false,0.11421600,250000,,2026-04-28T14:35:29.086607+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.22.JPG,false,0.04048000,250000,,2026-04-28T14:35:29.256524+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.23_b.jpg,false,0.00000000,250000,,2026-04-28T14:35:29.557512+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.24_a.jpg,false,0.00026400,250000,,2026-04-28T14:35:29.754930+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.3.JPG,false,0.11726000,250000,,2026-04-28T14:35:25.094494+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.5.JPG,false,0.01796400,250000,,2026-04-28T14:35:25.606420+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.7.JPG,false,0.00787600,250000,,2026-04-28T14:35:26.184852+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.546.9.jpg,false,0.00063200,250000,,2026-04-28T14:35:26.522310+00:00
https://images.metmuseum.org/CRDImages/ao/original/1986.484.3.jpg,false,0.00000000,250000,,2026-04-28T14:35:30.785837+00:00
https://images.metmuseum.org/CRDImages/ao/original/1987.394.114.JPG,false,0.03045200,250000,,2026-04-28T14:35:31.885276+00:00
https://images.metmuseum.org/CRDImages/ao/original/1987.394.629.jpg,false,0.00000000,250000,,2026-04-28T14:35:32.143982+00:00
https://images.metmuseum.org/CRDImages/ao/original/1987.394.634.JPG,false,0.18987600,250000,,2026-04-28T14:35:32.703995+00:00
https://images.metmuseum.org/CRDImages/ao/original/1987.394.640_a.jpg,false,0.00000400,250000,,2026-04-28T14:35:32.948836+00:00
https://images.metmuseum.org/CRDImages/ao/original/1987.394.93.JPG,false,0.01046800,250000,,2026-04-28T14:35:31.704175+00:00
https://images.metmuseum.org/CRDImages/ao/original/1988.117.5_a.jpg,false,0.00003200,250000,,2026-04-28T14:35:33.157361+00:00
https://images.metmuseum.org/CRDImages/ao/original/1993.441_a.JPG,false,0.06063600,250000,,2026-04-28T14:35:37.928888+00:00
https://images.metmuseum.org/CRDImages/ao/original/1994.35.57.JPG,false,0.00000000,250000,,2026-04-28T14:35:38.269407+00:00
https://images.metmuseum.org/CRDImages/ao/original/1994.35.61_b.jpg,false,0.00097600,250000,,2026-04-28T14:35:38.478433+00:00
https://images.metmuseum.org/CRDImages/ao/original/1995.481.1_a.jpg,false,0.00000000,250000,,2026-04-28T14:35:38.710536+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.1.jpg,false,0.00000000,250000,,2026-04-28T14:32:55.001879+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.10_b.jpg,false,0.02887200,250000,,2026-04-28T14:32:56.186724+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.11.jpg,false,0.00000000,250000,,2026-04-28T14:32:56.273086+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.13.jpg,false,0.00000000,250000,,2026-04-28T14:32:56.387259+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.14.jpg,false,0.00000000,250000,,2026-04-28T14:32:56.506353+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.2.jpg,false,0.00000000,250000,,2026-04-28T14:32:55.114225+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.3_c.jpg,false,0.02233200,250000,,2026-04-28T14:32:55.420920+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.4.JPG,false,0.08808000,250000,,2026-04-28T14:32:55.513599+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.56.JPG,false,0.20540000,250000,,2026-04-28T14:32:56.639560+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.57.jpg,false,0.00000000,250000,,2026-04-28T14:32:56.804120+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.59.JPG,false,0.14657200,250000,,2026-04-28T14:32:57.012678+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.6.JPG,false,0.12890000,250000,,2026-04-28T14:32:55.663461+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.61.jpg,false,0.00000000,250000,,2026-04-28T14:32:57.309811+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.64_a.jpg,false,0.00006000,250000,,2026-04-28T14:32:57.834612+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.68_a.jpg,false,0.22465200,250000,,2026-04-28T14:32:57.937736+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.7.JPG,false,0.12482400,250000,,2026-04-28T14:32:55.816832+00:00
https://images.metmuseum.org/CRDImages/ao/original/62.266.8.jpg,false,0.00000400,250000,,2026-04-28T14:32:56.043154+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.10.jpg,false,0.00080800,250000,,2026-04-28T14:33:00.787754+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.1_a.jpg,false,0.00063600,250000,,2026-04-28T14:32:58.580755+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.2_a.jpg,false,0.00002800,250000,,2026-04-28T14:32:58.714198+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.3.JPG,false,0.00325200,250000,,2026-04-28T14:32:59.117345+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.4.JPG,false,0.00510000,250000,,2026-04-28T14:32:59.337797+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.5.JPG,false,0.01097600,250000,,2026-04-28T14:32:59.497361+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.8.JPG,false,0.01546000,250000,,2026-04-28T14:32:59.655150+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.112.9.jpg,false,0.05764400,250000,,2026-04-28T14:33:00.119154+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.226.10.JPG,false,0.03381200,250000,,2026-04-28T14:33:02.758620+00:00
https://images.metmuseum.org/CRDImages/ao/original/63.226.11.JPG,false,0.01631200,250000,,2026-04-28T14:33:03.021093+00:00
